order_id,customer_id,warehouse_id,order_date,required_date,status,priority,ship_to_address,ship_to_city,ship_to_state,ship_to_zip,notes,total_lines,order_value,created_by,_ingested_at
ORD-00000127,CUST-000197,WH-NOR-05,2026-04-26,2026-05-06,DELIVERED,STANDARD,966 Dunn Wells Apt. 051,New Danielle,DC,92099,,1,31562.11,EMP-00112,2026-04-30T04:36:50.726872
ORD-00000128,CUST-000160,WH-WES-07,2026-03-11,2026-04-08,DELIVERED,EXPEDITED,43067 Jimenez Path Apt. 677,North Trevorhaven,UT,18163,,1,155.98,EMP-00143,2026-04-30T04:36:50.726872
ORD-00000129,CUST-000413,WH-CEN-10,2024-11-10,2024-11-21,SHIPPED,STANDARD,935 Jennifer Wall,East Julia,CT,47092,,4,45952.84,EMP-00048,2026-04-30T04:36:50.726872
ORD-00000130,CUST-000116,WH-EAS-01,2025-04-16,2025-05-01,SHIPPED,EXPEDITED,82366 Maria Loaf,North Christopher,GU,20296,Speech foot bring cell popular them around radio.,1,22483.08,EMP-00132,2026-04-30T04:36:50.726872
ORD-00000131,CUST-000252,WH-WES-07,2026-04-10,2026-05-04,DELIVERED,EXPEDITED,611 Angela Alley Apt. 909,Lake Diana,NJ,51760,,3,21501.3,EMP-00167,2026-04-30T04:36:50.726872
ORD-00000132,CUST-000423,WH-EAS-06,2026-03-27,2026-04-11,DELIVERED,EXPEDITED,60863 Jeffery Prairie Suite 066,Dayfort,NE,01626,,2,47921.54,EMP-00109,2026-04-30T04:36:50.726872
ORD-00000133,CUST-000328,WH-NOR-05,2026-01-04,2026-02-01,PACKED,STANDARD,0800 Decker Causeway Apt. 830,Garrettburgh,MN,06786,Seven stop goal wish he issue far son.,3,31725.62,EMP-00075,2026-04-30T04:36:50.726872
ORD-00000134,CUST-000045,WH-EAS-03,2025-07-27,2025-08-09,CANCELLED,STANDARD,24361 Williams Bridge Apt. 999,South Raymondshire,DE,83121,,2,22079.77,EMP-00147,2026-04-30T04:36:50.726872
ORD-00000135,CUST-000178,WH-SOU-09,2025-05-26,2025-06-04,DELIVERED,ECONOMY,498 Robert Pike,Chelseabury,DC,12779,,3,25408.0,EMP-00182,2026-04-30T04:36:50.726872
ORD-00000136,CUST-000257,WH-CEN-10,2025-04-13,2025-05-10,DELIVERED,STANDARD,9117 Gonzales Landing Apt. 043,Morganborough,WA,14291,,2,50947.62,EMP-00141,2026-04-30T04:36:50.726872
ORD-00000137,CUST-000001,WH-EAS-02,2025-01-12,2025-02-03,SHIPPED,STANDARD,2295 Jennifer Gateway Suite 039,East Rogerport,OH,56776,,5,29213.89,EMP-00122,2026-04-30T04:36:50.726872
ORD-00000138,CUST-000361,WH-EAS-01,2025-04-07,2025-04-30,PICKING,STANDARD,7535 Pamela Gateway Suite 743,South Aaron,CT,22885,,3,29368.45,EMP-00190,2026-04-30T04:36:50.726872
ORD-00000139,CUST-000064,WH-EAS-06,2024-06-12,2024-06-24,PICKING,STANDARD,003 Fernandez Walks Apt. 103,Port Michelle,NY,20453,,2,52579.54,EMP-00118,2026-04-30T04:36:50.726872
ORD-00000140,CUST-000145,WH-EAS-02,2026-02-15,2026-02-20,CANCELLED,EXPEDITED,1609 Barbara Key,Padillaside,AS,46841,,1,9321.1,EMP-00064,2026-04-30T04:36:50.726872
ORD-00000141,CUST-000092,WH-EAS-02,2024-07-26,2024-08-08,SHIPPED,STANDARD,1907 Green Grove Apt. 439,Juliefurt,VT,10317,,2,4642.68,EMP-00038,2026-04-30T04:36:50.726872
ORD-00000142,CUST-000233,WH-NOR-05,2025-04-01,2025-04-27,PACKED,STANDARD,27726 Andrew Grove,East Jennifertown,WA,24104,,2,18264.48,EMP-00081,2026-04-30T04:36:50.726872
ORD-00000143,CUST-000004,WH-EAS-02,2025-06-09,2025-06-28,CONFIRMED,STANDARD,5592 Jasmine Radial Suite 688,Leachshire,MH,28972,,6,94174.33,EMP-00177,2026-04-30T04:36:50.726872
ORD-00000144,CUST-000104,WH-CEN-10,2026-02-18,2026-02-25,DELIVERED,URGENT,974 Lee Rest,New Bradbury,ND,39040,,6,54083.4,EMP-00059,2026-04-30T04:36:50.726872
ORD-00000145,CUST-000076,WH-EAS-01,2025-07-05,2025-07-26,PACKED,STANDARD,1444 Jessica Vista Apt. 736,New Tanyaton,NY,43661,,2,47365.81,EMP-00078,2026-04-30T04:36:50.726872
ORD-00000146,CUST-000439,WH-EAS-02,2025-04-04,2025-04-17,DELIVERED,STANDARD,79476 Daniel Stravenue Apt. 429,North Ericshire,GA,84686,,5,55216.89,EMP-00180,2026-04-30T04:36:50.726872
ORD-00000147,CUST-000100,WH-NOR-05,2025-05-12,2025-05-18,SHIPPED,URGENT,34615 Kristine Estate Apt. 676,Port Alexandrachester,AZ,12117,,5,143189.79,EMP-00180,2026-04-30T04:36:50.726872
ORD-00000148,CUST-000087,WH-CEN-10,2024-05-14,2024-05-29,SHIPPED,EXPEDITED,5897 Janice Curve Suite 658,Port Barbara,OH,43708,,3,54923.69,EMP-00091,2026-04-30T04:36:50.726872
ORD-00000149,CUST-000049,WH-CEN-10,2024-11-09,2024-11-14,SHIPPED,EXPEDITED,445 Hannah Ports,Leeborough,WA,33761,,3,84299.22,EMP-00141,2026-04-30T04:36:50.726872
ORD-00000150,CUST-000127,WH-NOR-04,2025-02-15,2025-02-27,DELIVERED,EXPEDITED,081 Phillips Pines Suite 029,Leonbury,HI,90590,Report development baby production cut look letter.,1,16828.84,EMP-00155,2026-04-30T04:36:50.726872
ORD-00000151,CUST-000371,WH-NOR-05,2025-08-08,2025-08-29,PACKED,STANDARD,048 Black Brooks,West Bryanbury,PW,31794,,2,31559.45,EMP-00120,2026-04-30T04:36:50.726872
ORD-00000152,CUST-000340,WH-EAS-01,2026-04-21,2026-04-24,SHIPPED,EXPEDITED,1298 Carrie Rue Suite 541,East Kimberly,OH,68773,,5,62428.12,EMP-00162,2026-04-30T04:36:50.726872
ORD-00000153,CUST-000404,WH-WES-07,2024-07-21,2024-08-20,DELIVERED,STANDARD,742 Johnson Unions Suite 382,Port Jamesstad,GU,88754,,6,73117.93,EMP-00177,2026-04-30T04:36:50.726872
ORD-00000154,CUST-000342,WH-WES-07,2024-06-14,2024-07-01,PICKING,STANDARD,8677 Cook Bypass,Jamesmouth,NJ,83998,,1,21648.78,EMP-00127,2026-04-30T04:36:50.726872
ORD-00000155,CUST-000044,WH-EAS-01,2025-09-02,2025-09-17,PACKED,STANDARD,036 Clark Loaf Apt. 424,Campbellstad,WV,12710,Same change firm indeed ask every.,3,60315.34,EMP-00126,2026-04-30T04:36:50.726872
ORD-00000156,CUST-000104,WH-CEN-08,2026-03-14,2026-03-22,DELIVERED,STANDARD,436 Gardner Club,Rosemouth,TX,47907,Listen art hit employee treatment ahead manage.,6,77376.34,EMP-00092,2026-04-30T04:36:50.726872
ORD-00000157,CUST-000218,WH-EAS-02,2024-11-12,2024-11-21,SHIPPED,STANDARD,640 Bryan Stream,West Robert,NY,27011,,1,17631.58,EMP-00034,2026-04-30T04:36:50.726872
ORD-00000158,CUST-000251,WH-EAS-02,2026-04-01,2026-04-11,DELIVERED,STANDARD,627 Connie Point Suite 776,Jorgeberg,IN,39516,,1,2110.33,EMP-00160,2026-04-30T04:36:50.726872
ORD-00000159,CUST-000336,WH-EAS-06,2026-04-28,2026-05-19,SHIPPED,STANDARD,45137 Hopkins Avenue Apt. 826,Laurenchester,MA,24203,,1,15178.8,EMP-00090,2026-04-30T04:36:50.726872
ORD-00000160,CUST-000396,WH-EAS-03,2025-07-15,2025-07-26,CONFIRMED,STANDARD,675 White Land,Matthewview,AL,31219,,1,601.36,EMP-00039,2026-04-30T04:36:50.726872
ORD-00000161,CUST-000415,WH-WES-07,2025-12-25,2026-01-12,SHIPPED,STANDARD,893 Ward Knolls Suite 364,East Gina,PR,76310,Just forward those manager huge.,3,67408.8,EMP-00165,2026-04-30T04:36:50.726872
ORD-00000162,CUST-000272,WH-WES-07,2025-05-25,2025-06-05,PROCESSING,EXPEDITED,018 Cruz Spurs,Port Sean,KY,31957,,4,62292.43,EMP-00065,2026-04-30T04:36:50.726872
ORD-00000163,CUST-000259,WH-CEN-08,2025-05-31,2025-06-24,PROCESSING,STANDARD,287 Melissa Knoll Apt. 443,East Mackenziemouth,MH,94454,,1,7889.18,EMP-00095,2026-04-30T04:36:50.726872
ORD-00000164,CUST-000232,WH-EAS-02,2024-11-01,2024-11-14,PICKING,STANDARD,4240 Christina Trafficway Suite 804,Robertsonfurt,UT,95398,,6,49841.6,EMP-00170,2026-04-30T04:36:50.726872
ORD-00000165,CUST-000372,WH-CEN-08,2026-03-21,2026-03-26,SHIPPED,EXPEDITED,763 Hurley Extensions,Martinmouth,AS,61495,,4,65956.08,EMP-00009,2026-04-30T04:36:50.726872
ORD-00000166,CUST-000073,WH-CEN-10,2024-07-18,2024-08-04,DELIVERED,EXPEDITED,7873 Casey Plain,West Pamelaville,MP,53409,,2,26852.08,EMP-00048,2026-04-30T04:36:50.726872
ORD-00000167,CUST-000132,WH-CEN-10,2024-08-28,2024-09-24,PICKING,STANDARD,736 Kirk Freeway,Gonzalezport,AK,92080,,3,28682.13,EMP-00149,2026-04-30T04:36:50.726872
ORD-00000168,CUST-000137,WH-NOR-05,2025-09-07,2025-10-07,DELIVERED,STANDARD,91666 Roger Inlet,Williamsonside,NC,95263,,1,57.4,EMP-00122,2026-04-30T04:36:50.726872
ORD-00000169,CUST-000319,WH-NOR-05,2025-07-21,2025-07-27,PICKING,URGENT,6218 Henry Mountain Apt. 247,Pearsonside,NE,58167,,1,2169.7,EMP-00130,2026-04-30T04:36:50.726872
ORD-00000170,CUST-000450,WH-SOU-09,2024-05-31,2024-06-10,DELIVERED,STANDARD,67148 Stevens Divide Suite 785,East Sue,FL,78836,,2,15858.4,EMP-00083,2026-04-30T04:36:50.726872
ORD-00000171,CUST-000271,WH-NOR-04,2025-05-24,2025-06-05,PACKED,STANDARD,93413 Allen Junctions,Davidport,NJ,99606,,2,29417.05,EMP-00165,2026-04-30T04:36:50.726872
ORD-00000172,CUST-000446,WH-EAS-02,2024-07-12,2024-07-28,CANCELLED,ECONOMY,5822 Angela Views,Christopherland,WY,79624,Late ago lay.,2,18379.46,EMP-00046,2026-04-30T04:36:50.726872
ORD-00000173,CUST-000426,WH-EAS-02,2025-09-18,2025-10-15,PICKING,STANDARD,931 Colton Vista Suite 453,East Ricardo,LA,21649,,3,31413.65,EMP-00059,2026-04-30T04:36:50.726872
ORD-00000174,CUST-000198,WH-NOR-05,2025-01-24,2025-02-11,SHIPPED,EXPEDITED,35332 Antonio Estates Suite 467,Kaylaland,LA,76434,,1,30080.0,EMP-00013,2026-04-30T04:36:50.726872
ORD-00000175,CUST-000026,WH-WES-07,2025-07-30,2025-08-03,DELIVERED,STANDARD,770 Cody Valley Suite 056,West Andrea,HI,05889,,1,24619.06,EMP-00092,2026-04-30T04:36:50.726872
ORD-00000176,CUST-000201,WH-EAS-02,2024-06-20,2024-07-16,PICKING,STANDARD,54563 Golden Ridges Apt. 686,South Cynthia,MP,39861,,1,29723.36,EMP-00043,2026-04-30T04:36:50.726872
ORD-00000177,CUST-000325,WH-NOR-05,2025-09-30,2025-10-11,PROCESSING,EXPEDITED,498 Anthony Lodge Apt. 267,New Donald,AK,49916,Ever test oil.,2,18682.46,EMP-00188,2026-04-30T04:36:50.726872
ORD-00000178,CUST-000139,WH-EAS-06,2024-08-21,2024-09-16,PROCESSING,URGENT,19247 Krueger Row,Brendanfort,ND,22715,,1,23066.12,EMP-00088,2026-04-30T04:36:50.726872
ORD-00000179,CUST-000410,WH-CEN-10,2024-06-14,2024-06-20,DELIVERED,EXPEDITED,721 Devon Brook,New Edward,OR,81135,,2,23718.66,EMP-00141,2026-04-30T04:36:50.726872
ORD-00000180,CUST-000290,WH-EAS-03,2025-05-26,2025-06-25,PROCESSING,STANDARD,901 Oneal Tunnel,Christyport,NM,56312,,2,15511.9,EMP-00167,2026-04-30T04:36:50.726872
ORD-00000181,CUST-000082,WH-NOR-05,2024-06-29,2024-07-12,SHIPPED,STANDARD,068 Stephanie Camp Suite 005,Mollyhaven,AK,10887,,5,56257.98,EMP-00042,2026-04-30T04:36:50.726872
ORD-00000182,CUST-000056,WH-EAS-01,2026-01-13,2026-01-30,SHIPPED,STANDARD,43360 Snyder Flat,North Jill,CT,16192,,5,42179.71,EMP-00032,2026-04-30T04:36:50.726872
ORD-00000183,CUST-000339,WH-NOR-04,2026-04-05,2026-04-24,SHIPPED,STANDARD,9599 Becky Trace Suite 919,Kirbyton,PA,09212,,5,88178.91,EMP-00027,2026-04-30T04:36:50.726872
ORD-00000184,CUST-000207,WH-EAS-06,2024-10-28,2024-11-04,DELIVERED,URGENT,1765 Andrew Ville Suite 948,Port Raymond,MH,75214,,2,25702.02,EMP-00065,2026-04-30T04:36:50.726872
ORD-00000185,CUST-000090,WH-WES-07,2024-05-20,2024-05-28,DELIVERED,STANDARD,8011 English View,Lake Robert,RI,50963,,2,17300.99,EMP-00011,2026-04-30T04:36:50.726872
ORD-00000186,CUST-000243,WH-CEN-08,2024-12-11,2025-01-07,SHIPPED,STANDARD,453 Jacobson Park,East Brian,PR,76967,,2,51790.35,EMP-00110,2026-04-30T04:36:50.726872
ORD-00000187,CUST-000466,WH-WES-07,2025-03-16,2025-04-03,SHIPPED,URGENT,53530 Robinson Underpass,Tammyburgh,ME,89257,National teach positive read why admit son.,1,25676.55,EMP-00115,2026-04-30T04:36:50.726872
ORD-00000188,CUST-000092,WH-EAS-06,2025-08-04,2025-08-16,DELIVERED,EXPEDITED,46485 Kelly Court Suite 932,Anthonymouth,MH,84206,,4,22962.51,EMP-00036,2026-04-30T04:36:50.726872
ORD-00000189,CUST-000142,WH-EAS-06,2026-03-23,2026-04-10,PICKING,ECONOMY,411 Mike Port Apt. 038,Lake Randyfurt,NM,58252,,2,36883.52,EMP-00186,2026-04-30T04:36:50.726872
ORD-00000190,CUST-000298,WH-NOR-04,2025-10-14,2025-11-10,SHIPPED,URGENT,521 Rhodes Vista,Schmidtton,KS,91601,,3,19989.86,EMP-00110,2026-04-30T04:36:50.726872
ORD-00000191,CUST-000011,WH-SOU-09,2024-09-22,2024-10-05,SHIPPED,STANDARD,90088 Mark Turnpike Suite 783,East Timothyborough,NV,62300,,6,52413.63,EMP-00185,2026-04-30T04:36:50.726872
ORD-00000192,CUST-000178,WH-EAS-01,2024-10-06,2024-10-26,CONFIRMED,STANDARD,05886 Stone Ford,South Johnathanmouth,OH,10677,,2,34464.6,EMP-00077,2026-04-30T04:36:50.726872
ORD-00000193,CUST-000145,WH-CEN-10,2026-01-13,2026-01-16,DELIVERED,URGENT,0951 Smith Centers,New Craigfurt,CA,65285,,3,79320.25,EMP-00092,2026-04-30T04:36:50.726872
ORD-00000194,CUST-000313,WH-EAS-02,2026-03-12,2026-03-20,DELIVERED,ECONOMY,04854 Jennifer Trail,Lake James,KS,66867,,1,39327.36,EMP-00087,2026-04-30T04:36:50.726872
ORD-00000195,CUST-000101,WH-EAS-02,2026-04-17,2026-04-20,DELIVERED,STANDARD,94525 Henson Squares,Thomasstad,NE,10766,,4,24601.92,EMP-00088,2026-04-30T04:36:50.726872
ORD-00000196,CUST-000345,WH-EAS-02,2024-11-25,2024-12-02,PICKING,STANDARD,29870 Rhonda Centers Apt. 215,New Jonathan,NM,57034,,4,34484.62,EMP-00180,2026-04-30T04:36:50.726872
ORD-00000197,CUST-000432,WH-CEN-08,2024-07-23,2024-08-19,SHIPPED,STANDARD,48324 Carol Summit,Sarahberg,TX,54414,,4,53150.95,EMP-00079,2026-04-30T04:36:50.726872
ORD-00000198,CUST-000380,WH-CEN-08,2026-01-20,2026-02-18,DELIVERED,STANDARD,16694 Sabrina Vista,North Chaseburgh,VT,27637,With age information often high.,3,51296.08,EMP-00156,2026-04-30T04:36:50.726872
ORD-00000199,CUST-000123,WH-NOR-04,2025-02-09,2025-02-19,CANCELLED,STANDARD,732 Amy Rue Apt. 684,West Johnport,MO,22765,,1,30350.6,EMP-00197,2026-04-30T04:36:50.726872
ORD-00000200,CUST-000401,WH-EAS-06,2024-09-12,2024-09-17,CANCELLED,EXPEDITED,749 Lee Flats,West Jessicastad,AL,81078,Class political job discuss charge.,5,20998.33,EMP-00023,2026-04-30T04:36:50.726872
ORD-00000201,CUST-000024,WH-CEN-08,2025-04-10,2025-04-30,PROCESSING,STANDARD,10872 Mitchell Crossing Apt. 591,Joyceshire,NY,98505,,1,3003.55,EMP-00162,2026-04-30T04:36:50.726872
ORD-00000202,CUST-000095,WH-NOR-04,2026-02-08,2026-02-17,DELIVERED,EXPEDITED,5518 Watkins Stravenue,Garychester,KS,32851,,1,1295.37,EMP-00072,2026-04-30T04:36:50.726872
ORD-00000203,CUST-000330,WH-NOR-04,2025-08-28,2025-09-02,PACKED,URGENT,21732 Thomas Trail Suite 298,Lake Fernandoberg,RI,10471,,2,2236.01,EMP-00076,2026-04-30T04:36:50.726872
ORD-00000204,CUST-000001,WH-WES-07,2025-09-10,2025-09-17,PROCESSING,STANDARD,65134 Antonio Road Suite 781,North Kelly,WV,50275,,3,62026.3,EMP-00038,2026-04-30T04:36:50.726872
ORD-00000205,CUST-000348,WH-EAS-03,2024-08-13,2024-09-08,PICKING,STANDARD,03024 Jeffrey Bridge Apt. 131,Rogerport,HI,11465,,6,159325.57,EMP-00017,2026-04-30T04:36:50.726872
ORD-00000206,CUST-000257,WH-NOR-04,2024-12-04,2024-12-15,SHIPPED,STANDARD,7805 Beck Ridges,Lake Dean,NJ,62662,,3,56394.4,EMP-00071,2026-04-30T04:36:50.726872
ORD-00000207,CUST-000060,WH-EAS-06,2024-05-17,2024-06-15,SHIPPED,EXPEDITED,0497 Dean Run,Salazarhaven,NV,91705,,2,25296.3,EMP-00138,2026-04-30T04:36:50.726872
ORD-00000208,CUST-000461,WH-SOU-09,2024-09-18,2024-10-02,DELIVERED,URGENT,9641 Jason Bridge Suite 649,Hayesmouth,VT,53307,,2,42473.62,EMP-00131,2026-04-30T04:36:50.726872
ORD-00000209,CUST-000318,WH-EAS-06,2024-09-23,2024-10-02,PICKING,EXPEDITED,680 Scott Coves,Victorton,TN,47186,,3,46176.07,EMP-00115,2026-04-30T04:36:50.726872
ORD-00000210,CUST-000346,WH-EAS-02,2025-09-04,2025-10-04,SHIPPED,STANDARD,01127 Jessica Divide,Lake Mike,OK,95525,,1,9044.73,EMP-00036,2026-04-30T04:36:50.726872
ORD-00000211,CUST-000379,WH-EAS-01,2024-10-19,2024-11-15,SHIPPED,STANDARD,238 Lindsey Fort,North Richard,CA,57042,,3,20944.91,EMP-00073,2026-04-30T04:36:50.726872
ORD-00000212,CUST-000231,WH-EAS-01,2025-03-10,2025-04-05,DELIVERED,STANDARD,4697 Tony Creek Suite 111,Troymouth,DC,31942,,5,131176.24,EMP-00174,2026-04-30T04:36:50.726872
ORD-00000213,CUST-000474,WH-EAS-01,2025-07-25,2025-07-31,PACKED,ECONOMY,71558 Smith Locks,Davidfurt,VI,23798,Fund meeting return experience heavy.,4,58233.55,EMP-00178,2026-04-30T04:36:50.726872
ORD-00000214,CUST-000283,WH-NOR-05,2025-07-24,2025-08-05,SHIPPED,URGENT,1478 Reed Burg,West Debbiemouth,SC,09083,,2,29335.79,EMP-00016,2026-04-30T04:36:50.726872
ORD-00000215,CUST-000289,WH-NOR-05,2024-06-20,2024-06-30,SHIPPED,STANDARD,444 Bruce Street Suite 489,Georgeport,IN,58377,,2,13756.74,EMP-00013,2026-04-30T04:36:50.726872
ORD-00000216,CUST-000338,WH-NOR-05,2025-08-13,2025-09-05,PACKED,EXPEDITED,6604 Ryan Locks,Wilsonside,NC,10465,,4,57043.3,EMP-00059,2026-04-30T04:36:50.726872
ORD-00000217,CUST-000052,WH-SOU-09,2025-03-11,2025-03-19,DELIVERED,STANDARD,277 Kenneth Mission,Robertschester,NV,68380,Heart by time reality drug.,2,40483.38,EMP-00136,2026-04-30T04:36:50.726872
ORD-00000218,CUST-000054,WH-EAS-02,2025-09-03,2025-09-09,DELIVERED,STANDARD,881 Perry Islands,Davidborough,WY,44426,,3,14779.85,EMP-00119,2026-04-30T04:36:50.726872
ORD-00000219,CUST-000305,WH-EAS-06,2024-11-30,2024-12-18,PROCESSING,STANDARD,7970 Burke Stravenue Apt. 770,Crystalstad,MA,28088,,4,36219.74,EMP-00177,2026-04-30T04:36:50.726872
ORD-00000220,CUST-000108,WH-EAS-06,2024-05-19,2024-05-25,SHIPPED,EXPEDITED,73141 Thomas Keys,North Danielle,OK,82598,,2,4702.24,EMP-00007,2026-04-30T04:36:50.726872
ORD-00000221,CUST-000015,WH-EAS-03,2025-07-03,2025-08-02,SHIPPED,STANDARD,7240 Diaz Turnpike Apt. 517,Robertsside,MI,57002,Choose practice final choose these especially.,2,50285.64,EMP-00173,2026-04-30T04:36:50.726872
ORD-00000222,CUST-000136,WH-NOR-05,2025-04-04,2025-04-10,PICKING,ECONOMY,82202 Brett Cliffs Apt. 649,Williamsburgh,MS,45125,,4,34900.62,EMP-00196,2026-04-30T04:36:50.726872
ORD-00000223,CUST-000293,WH-CEN-10,2024-08-28,2024-09-10,DELIVERED,STANDARD,148 Barnes Road,Hayesbury,NV,22814,,2,9071.8,EMP-00082,2026-04-30T04:36:50.726872
ORD-00000224,CUST-000498,WH-SOU-09,2025-02-13,2025-03-06,PICKING,URGENT,93219 Price Villages,Port Harry,MN,96507,,2,55179.95,EMP-00009,2026-04-30T04:36:50.726872
ORD-00000225,CUST-000410,WH-EAS-03,2024-04-29,2024-05-18,PICKING,STANDARD,506 Lozano Crescent Suite 884,Elizabethberg,IL,52526,,1,12137.28,EMP-00172,2026-04-30T04:36:50.726872
ORD-00000226,CUST-000449,WH-EAS-06,2024-11-09,2024-11-14,DELIVERED,STANDARD,10020 Vasquez Summit Apt. 406,East Sonya,CT,48024,,2,31091.98,EMP-00162,2026-04-30T04:36:50.726872
ORD-00000227,CUST-000414,WH-CEN-08,2024-07-31,2024-08-08,PICKING,STANDARD,1967 Pamela Lodge Apt. 586,Jimmyview,TX,28261,,1,6059.29,EMP-00127,2026-04-30T04:36:50.726872
ORD-00000228,CUST-000248,WH-CEN-08,2024-11-25,2024-12-02,PACKED,STANDARD,07043 Kristy Cape,Ellisburgh,FL,74079,,4,55286.16,EMP-00033,2026-04-30T04:36:50.726872
ORD-00000229,CUST-000187,WH-CEN-08,2025-04-26,2025-05-26,DELIVERED,STANDARD,958 Jessica Oval Suite 286,North Toddfurt,FM,91065,,4,50231.74,EMP-00091,2026-04-30T04:36:50.726872
ORD-00000230,CUST-000309,WH-NOR-04,2025-09-08,2025-10-08,SHIPPED,ECONOMY,873 David Circles Apt. 052,East Alyssa,MN,22049,,1,2347.08,EMP-00162,2026-04-30T04:36:50.726872
ORD-00000231,CUST-000240,WH-NOR-05,2024-08-21,2024-09-05,CONFIRMED,EXPEDITED,7504 Flynn Unions,South Deniseburgh,KS,37025,,3,11518.82,EMP-00096,2026-04-30T04:36:50.726872
ORD-00000232,CUST-000333,WH-EAS-01,2025-06-30,2025-07-20,DELIVERED,STANDARD,460 Richard Station Apt. 616,Markport,DC,61722,,3,66586.84,EMP-00063,2026-04-30T04:36:50.726872
ORD-00000233,CUST-000047,WH-WES-07,2025-07-27,2025-08-21,DELIVERED,EXPEDITED,99702 Pamela Hills,Jonesfurt,RI,98053,,2,35064.6,EMP-00188,2026-04-30T04:36:50.726872
ORD-00000234,CUST-000449,WH-SOU-09,2025-12-08,2026-01-07,PROCESSING,EXPEDITED,7610 Tammy Walks,Stanleystad,KS,39003,,2,9525.08,EMP-00187,2026-04-30T04:36:50.726872
ORD-00000235,CUST-000271,WH-EAS-02,2024-07-02,2024-07-27,PICKING,STANDARD,3770 Christine Mall,Middletonton,MA,01891,,4,67653.05,EMP-00011,2026-04-30T04:36:50.726872
ORD-00000236,CUST-000373,WH-NOR-05,2024-10-05,2024-10-08,DELIVERED,STANDARD,2372 Sanders Grove Suite 604,Monicaland,OR,78248,,2,14425.3,EMP-00182,2026-04-30T04:36:50.726872
ORD-00000237,CUST-000273,WH-EAS-03,2024-05-23,2024-06-13,DELIVERED,STANDARD,6322 Washington Cliffs Apt. 178,Danielstad,PA,93748,,1,8059.0,EMP-00135,2026-04-30T04:36:50.726872
ORD-00000238,CUST-000227,WH-EAS-03,2024-09-09,2024-09-17,DELIVERED,STANDARD,91694 Kathryn Curve Apt. 538,Chadmouth,MA,63206,,5,98449.73,EMP-00031,2026-04-30T04:36:50.726872
ORD-00000239,CUST-000007,WH-EAS-01,2026-04-20,2026-05-01,PROCESSING,STANDARD,76572 Elizabeth Wall Suite 883,Reynoldsfort,OR,73852,,1,3650.01,EMP-00065,2026-04-30T04:36:50.726872
ORD-00000240,CUST-000198,WH-SOU-09,2024-10-13,2024-10-27,CANCELLED,STANDARD,408 Jessica Unions,South William,MO,83798,,3,7454.59,EMP-00144,2026-04-30T04:36:50.726872
ORD-00000241,CUST-000034,WH-NOR-04,2024-07-25,2024-08-12,SHIPPED,EXPEDITED,926 Boyd Light Apt. 807,Robertbury,AR,03809,,1,8939.94,EMP-00120,2026-04-30T04:36:50.726872
ORD-00000242,CUST-000436,WH-CEN-08,2024-06-06,2024-06-17,DELIVERED,ECONOMY,75093 Hopkins Brook,Thomastown,RI,20868,,1,9076.0,EMP-00133,2026-04-30T04:36:50.726872
ORD-00000243,CUST-000027,WH-EAS-06,2025-07-08,2025-07-16,DELIVERED,STANDARD,37142 Jason Mountains,Shannonburgh,NM,75046,,4,66726.78,EMP-00123,2026-04-30T04:36:50.726872
ORD-00000244,CUST-000447,WH-EAS-02,2024-10-22,2024-11-19,PICKING,EXPEDITED,268 Sawyer Islands,Ericchester,WA,17011,,4,53623.63,EMP-00160,2026-04-30T04:36:50.726872
ORD-00000245,CUST-000370,WH-SOU-09,2025-08-16,2025-09-14,SHIPPED,ECONOMY,369 Donald Inlet,Lake Thomashaven,CO,81380,,2,34757.08,EMP-00015,2026-04-30T04:36:50.726872
ORD-00000246,CUST-000443,WH-WES-07,2026-02-01,2026-02-11,CONFIRMED,ECONOMY,816 Elizabeth Burg Apt. 988,West Andrewborough,IN,52148,Join yet sing forget.,3,12610.77,EMP-00132,2026-04-30T04:36:50.726872
ORD-00000247,CUST-000217,WH-SOU-09,2024-08-05,2024-09-01,SHIPPED,STANDARD,5942 Freeman Union,Lake Jane,VT,63988,,2,11449.52,EMP-00076,2026-04-30T04:36:50.726872
ORD-00000248,CUST-000425,WH-CEN-10,2024-09-15,2024-10-09,DELIVERED,STANDARD,15532 Williams Court,Montgomeryshire,ID,24867,,1,4191.2,EMP-00129,2026-04-30T04:36:50.726872
ORD-00000249,CUST-000490,WH-WES-07,2025-07-13,2025-08-05,PACKED,STANDARD,5116 Briggs Tunnel Apt. 608,Thompsonport,MP,78212,,2,19269.47,EMP-00083,2026-04-30T04:36:50.726872
ORD-00000250,CUST-000350,WH-EAS-01,2025-12-28,2026-01-08,CANCELLED,EXPEDITED,33966 Stacy Junctions Suite 529,Fosterport,PW,63271,,1,4671.1,EMP-00155,2026-04-30T04:36:50.726872
ORD-00000251,CUST-000440,WH-NOR-04,2024-06-19,2024-07-06,SHIPPED,STANDARD,132 Shawn Fields,New Jenniferside,KS,52879,Unit team simple visit item reason.,1,19861.42,EMP-00143,2026-04-30T04:36:50.726872
ORD-00000252,CUST-000345,WH-SOU-09,2026-02-24,2026-03-01,DELIVERED,ECONOMY,67655 Shelly Ranch Suite 697,Brownburgh,DC,26363,Ever fill remember society girl bit.,2,73922.19,EMP-00102,2026-04-30T04:36:50.726872
